date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:59	2556/2556	---M--	200	added ('OK')	image/png	etag:%229fc-59f3cd35e70fe%22	https://shurl.club/themes/infinity/img/case.png	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/img/case.png	(from https://shurl.club/)
17:06:59	10442/10442	---M--	200	added ('OK')	image/png	etag:%2228ca-59f3cd35ecebe%22	https://shurl.club/themes/infinity/img/stats.png	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/img/stats.png	(from https://shurl.club/)
17:06:59	12372/12372	---M--	200	added ('OK')	image/png	etag:%223054-59f3cd35e809e%22	https://shurl.club/themes/infinity/img/dashboard.png	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/img/dashboard.png	(from https://shurl.club/)
17:07:00	11001/11001	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:06:59%20GMT	https://shurl.club/page/terms	C:/My%20Web%20Sites/New_Project/shurl.club/page/terms.html	(from https://shurl.club/)
17:07:00	11405/11405	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:06:59%20GMT	https://shurl.club/contact	C:/My%20Web%20Sites/New_Project/shurl.club/contact.html	(from https://shurl.club/)
17:07:00	7210/7210	---M--	200	added ('OK')	application/javascript	etag:%221c2a-59f3cd35c7d00%22	https://shurl.club/themes/infinity/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/bootstrap.min.js	(from https://shurl.club/)
17:07:01	18000/18000	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:07:00%20GMT	https://shurl.club/?lang=en	C:/My%20Web%20Sites/New_Project/shurl.club/index9ed2.html	(from https://shurl.club/)
17:07:01	4477/4477	---M--	200	added ('OK')	application/javascript	etag:%22117d-59f3cd35c5dc0%22	https://shurl.club/themes/infinity/assets/js/application.fn.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/application.fn.js	(from https://shurl.club/)
17:07:01	15705/15705	---M--	200	added ('OK')	application/javascript	etag:%223d59-59f3cd35c6d60%22	https://shurl.club/themes/infinity/assets/js/application.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/application.js	(from https://shurl.club/)
17:07:02	12454/12454	---M--	200	added ('OK')	application/javascript	etag:%2230a6-5a1718dd87ed4%22	https://shurl.club/themes/infinity/assets/js/server.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/server.js	(from https://shurl.club/)
17:07:02	2938/2938	---M--	200	added ('OK')	application/javascript	etag:%22b7a-59f3cd35cbb80%22	https://shurl.club/themes/infinity/assets/js/snackbar.min.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/snackbar.min.js	(from https://shurl.club/)
17:07:02	892/892	---M--	200	added ('OK')	application/javascript	etag:%2237c-59f3cd35c9c40%22	https://shurl.club/themes/infinity/assets/js/main.js	C:/My%20Web%20Sites/New_Project/shurl.club/themes/infinity/assets/js/main.js	(from https://shurl.club/)
17:07:04	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-59f3cce8379e6%22	https://shurl.club/static/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/New_Project/shurl.club/static/fonts/glyphicons-halflings-regular.eot	(from https://shurl.club/static/css/bootstrap.min.css)
17:07:06	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-59f3cce8379e6%22	https://shurl.club/static/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/New_Project/shurl.club/static/fonts/glyphicons-halflings-regulard41d.eot	(from https://shurl.club/static/css/bootstrap.min.css)
17:07:10	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%225b18-59f3cce83d7a6%22	https://shurl.club/static/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/New_Project/shurl.club/static/fonts/glyphicons-halflings-regular.woff	(from https://shurl.club/static/css/bootstrap.min.css)
17:07:13	41280/41280	---M--	200	added ('OK')	application/font-sfnt	etag:%22a140-59f3cce83c806%22	https://shurl.club/static/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/New_Project/shurl.club/static/fonts/glyphicons-halflings-regular.ttf	(from https://shurl.club/static/css/bootstrap.min.css)
17:07:16	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%22f5cf-59f3cce839926%22	https://shurl.club/static/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/New_Project/shurl.club/static/fonts/glyphicons-halflings-regular.svg	(from https://shurl.club/static/css/bootstrap.min.css)
17:07:17	577/577	---M--	200	added ('OK')	image/png	etag:%22241-59f3cce7d7eab%22	https://shurl.club/static/css/img/chosen-sprite.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/chosen-sprite.png	(from https://shurl.club/static/css/components.min.css)
17:07:22	872/872	---M--	200	added ('OK')	image/png	etag:%22368-59f3cce7d9deb%22	https://shurl.club/static/css/img/chosen-sprite@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/chosen-sprite@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:24	1515/1515	---M--	200	added ('OK')	image/png	etag:%225eb-59f3cce7ddc6b%22	https://shurl.club/static/css/img/flat.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/flat.png	(from https://shurl.club/static/css/components.min.css)
17:07:25	3217/3217	---M--	200	added ('OK')	image/png	etag:%22c91-59f3cce7dec0b%22	https://shurl.club/static/css/img/flat@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/flat@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:26	1516/1516	---M--	200	added ('OK')	image/png	etag:%225ec-59f3cce82be67%22	https://shurl.club/static/css/img/red.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/red.png	(from https://shurl.club/static/css/components.min.css)
17:07:27	3276/3276	---M--	200	added ('OK')	image/png	etag:%22ccc-59f3cce82ce07%22	https://shurl.club/static/css/img/red@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/red@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:28	1444/1444	---M--	200	added ('OK')	image/png	etag:%225a4-59f3cce7e0b4b%22	https://shurl.club/static/css/img/green.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/green.png	(from https://shurl.club/static/css/components.min.css)
17:07:28	3117/3117	---M--	200	added ('OK')	image/png	etag:%22c2d-59f3cce7e1aeb%22	https://shurl.club/static/css/img/green@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/green@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:30	1518/1518	---M--	200	added ('OK')	image/png	etag:%225ee-59f3cce7d5f6b%22	https://shurl.club/static/css/img/blue.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/blue.png	(from https://shurl.club/static/css/components.min.css)
17:07:30	3217/3217	---M--	200	added ('OK')	image/png	etag:%22c91-59f3cce7d6f0b%22	https://shurl.club/static/css/img/blue@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/blue@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:31	1520/1520	---M--	200	added ('OK')	image/png	etag:%225f0-59f3cce7d308b%22	https://shurl.club/static/css/img/aero.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/aero.png	(from https://shurl.club/static/css/components.min.css)
17:07:31	3218/3218	---M--	200	added ('OK')	image/png	etag:%22c92-59f3cce7d402b%22	https://shurl.club/static/css/img/aero@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/aero@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:33	1516/1516	---M--	200	added ('OK')	image/png	etag:%225ec-59f3cce7e3a2b%22	https://shurl.club/static/css/img/grey.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/grey.png	(from https://shurl.club/static/css/components.min.css)
17:07:34	3217/3217	---M--	200	added ('OK')	image/png	etag:%22c91-59f3cce7e49cb%22	https://shurl.club/static/css/img/grey@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/grey@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:35	1518/1518	---M--	200	added ('OK')	image/png	etag:%225ee-59f3cce7e690a%22	https://shurl.club/static/css/img/orange.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/orange.png	(from https://shurl.club/static/css/components.min.css)
17:07:36	3275/3275	---M--	200	added ('OK')	image/png	etag:%22ccb-59f3cce8185e8%22	https://shurl.club/static/css/img/orange@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/orange@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:36	1516/1516	---M--	200	added ('OK')	image/png	etag:%225ec-59f3cce82fce7%22	https://shurl.club/static/css/img/yellow.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/yellow.png	(from https://shurl.club/static/css/components.min.css)
17:07:37	3216/3216	---M--	200	added ('OK')	image/png	etag:%22c90-59f3cce830c87%22	https://shurl.club/static/css/img/yellow@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/yellow@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:37	1522/1522	---M--	200	added ('OK')	image/png	etag:%225f2-59f3cce81b4c8%22	https://shurl.club/static/css/img/pink.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/pink.png	(from https://shurl.club/static/css/components.min.css)
17:07:38	3218/3218	---M--	200	added ('OK')	image/png	etag:%22c92-59f3cce821287%22	https://shurl.club/static/css/img/pink@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/pink@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:39	1519/1519	---M--	200	added ('OK')	image/png	etag:%225ef-59f3cce824167%22	https://shurl.club/static/css/img/purple.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/purple.png	(from https://shurl.club/static/css/components.min.css)
17:07:40	3218/3218	---M--	200	added ('OK')	image/png	etag:%22c92-59f3cce827fe7%22	https://shurl.club/static/css/img/purple@2x.png	C:/My%20Web%20Sites/New_Project/shurl.club/static/css/img/purple@2x.png	(from https://shurl.club/static/css/components.min.css)
17:07:41	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-59f3cce877183%22	https://shurl.club/static/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:07:43	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-59f3cce877183%22	https://shurl.club/static/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400d41d.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:07:44	75936/75936	---M--	200	added ('OK')	text/html	etag:%22128a0-59f3cce88c942%22	https://shurl.club/static/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400.html	(from https://shurl.club/static/css/fa-all.min.css)
17:07:46	89100/89100	---M--	200	added ('OK')	application/font-woff	etag:%2215c0c-59f3cce889a62%22	https://shurl.club/static/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400.woff	(from https://shurl.club/static/css/fa-all.min.css)
17:07:48	131624/131624	---M--	200	added ('OK')	application/font-sfnt	etag:%2220228-59f3cce884c42%22	https://shurl.club/static/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400.ttf	(from https://shurl.club/static/css/fa-all.min.css)
17:07:50	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-59f3cce88e882%22	https://shurl.club/static/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:07:53	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-59f3cce88e882%22	https://shurl.club/static/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400d41d.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:07:57	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%22ad062-59f3cce87ee83%22	https://shurl.club/static/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-brands-400.svg	(from https://shurl.club/static/css/fa-all.min.css)
17:07:57	13576/13576	---M--	200	added ('OK')	text/html	etag:%223508-59f3cce8abd40%22	https://shurl.club/static/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400.html	(from https://shurl.club/static/css/fa-all.min.css)
17:07:59	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%2241a0-59f3cce8a7ec0%22	https://shurl.club/static/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400.woff	(from https://shurl.club/static/css/fa-all.min.css)
17:08:00	34092/34092	---M--	200	added ('OK')	application/font-sfnt	etag:%22852c-59f3cce8a4fe1%22	https://shurl.club/static/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400.ttf	(from https://shurl.club/static/css/fa-all.min.css)
17:08:03	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-59f3cce892702%22	https://shurl.club/static/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-regular-400.svg	(from https://shurl.club/static/css/fa-all.min.css)
17:08:04	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-59f3cce8afbc0%22	https://shurl.club/static/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:08:06	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-59f3cce8afbc0%22	https://shurl.club/static/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900d41d.eot	(from https://shurl.club/static/css/fa-all.min.css)
17:08:07	76084/76084	---M--	200	added ('OK')	text/html	etag:%2212934-59f3cce8c43df%22	https://shurl.club/static/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900.html	(from https://shurl.club/static/css/fa-all.min.css)
17:08:09	98996/98996	---M--	200	added ('OK')	application/font-woff	etag:%22182b4-59f3cce8bf5bf%22	https://shurl.club/static/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900.woff	(from https://shurl.club/static/css/fa-all.min.css)
17:08:11	193780/193780	---M--	200	added ('OK')	application/font-sfnt	etag:%222f4f4-59f3cce8bc6df%22	https://shurl.club/static/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900.ttf	(from https://shurl.club/static/css/fa-all.min.css)
17:08:13	22521/22521	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:08:11%20GMT	https://shurl.club/pricing?lang=en	C:/My%20Web%20Sites/New_Project/shurl.club/pricing9ed2.html	(from https://shurl.club/pricing)
17:08:15	11136/11136	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:08:13%20GMT	https://shurl.club/blog?lang=en	C:/My%20Web%20Sites/New_Project/shurl.club/blog9ed2.html	(from https://shurl.club/blog)
17:08:16	0/0	---MCZ	302	error ('Found')	text/html	date:Sat,%2025%20Apr%202020%2016:08:15%20GMT	https://shurl.club/user/login/facebook	C:/My%20Web%20Sites/New_Project/shurl.club/user/login/facebook.56.delayed	(from https://shurl.club/user/login)
17:08:16	0/-1	---M--	302	error ('')			https://shurl.club/user/login/facebook	C:/My%20Web%20Sites/New_Project/shurl.club/user/login/facebook.57.delayed	(from https://shurl.club/user/register)
17:08:17	11001/11001	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:08:16%20GMT	https://shurl.club/page/terms?lang=en	C:/My%20Web%20Sites/New_Project/shurl.club/page/terms9ed2.html	(from https://shurl.club/page/terms)
17:08:19	11405/11405	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Apr%202020%2016:08:18%20GMT	https://shurl.club/contact?lang=en	C:/My%20Web%20Sites/New_Project/shurl.club/contact9ed2.html	(from https://shurl.club/contact)
17:08:23	849145/849145	---M--	200	added ('OK')	image/svg+xml	etag:%22cf4f9-59f3cce8b8860%22	https://shurl.club/static/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/New_Project/shurl.club/static/webfonts/fa-solid-900.svg	(from https://shurl.club/static/css/fa-all.min.css)
